[0] losses: [ 1.497 -0.419 19.972 20.375 -3.78 ]
[5] losses: [-4.296 -3.288  0.728  0.731 -4.017]
[1935] losses: [ 5.156  4.691  0.031  0.032 -3.904]
[1940] losses: [ 5.491 -1.599  0.033  0.033 -3.427]
[1945] losses: [ 5.233  3.043  0.037  0.037 -4.474]
[1950] losses: [ 4.424  0.908  0.03   0.03  -3.696]
[1955] losses: [ 5.088  2.945  0.041  0.044 -3.377]
[1960] losses: [ 5.506  3.73   0.041  0.043 -2.884]
[1965] losses: [ 4.721 -0.681  0.029  0.03  -3.261]
[1970] losses: [ 4.529 -2.528  0.034  0.035 -3.932]
[1975] losses: [ 5.051 -1.23   0.035  0.034 -3.14 ]
[1980] losses: [ 5.386 -0.322  0.044  0.05  -3.051]
[1985] losses: [ 5.095  2.396  0.034  0.034 -3.123]
[1990] losses: [ 5.512 -1.119  0.033  0.034 -3.649]
[1995] losses: [ 4.782 -0.962  0.029  0.03  -3.729]
[2000] losses: [ 4.025  1.85   0.03   0.03  -3.337]
[2005] losses: [ 4.293  2.055  0.03   0.031 -2.197]
[2010] losses: [ 5.35  -1.011  0.032  0.033 -4.196]
[2015] losses: [ 4.824 -3.403  0.033  0.034 -2.913]
[2020] losses: [ 4.095 -3.562  0.027  0.028 -3.329]
[2025] losses: [ 4.573 -1.869  0.03   0.031 -4.433]
[2030] losses: [ 4.529 -2.633  0.033  0.033 -4.812]
[2035] losses: [ 4.818  1.862  0.044  0.048 -3.686]
[2040] losses: [ 4.51  -2.367  0.037  0.037 -3.013]
[2045] losses: [ 4.183  3.796  0.03   0.029 -1.715]
[2050] losses: [ 4.344  0.393  0.029  0.031 -3.858]
[2055] losses: [ 4.595  2.117  0.033  0.034 -2.875]
[2060] losses: [ 4.59   3.678  0.032  0.033 -3.304]
[2065] losses: [ 4.487 -1.948  0.028  0.029 -2.402]
[2070] losses: [ 4.532  4.336  0.031  0.033 -3.521]
[2075] losses: [ 5.025  3.203  0.037  0.038 -2.79 ]
[2080] losses: [ 4.774 -1.494  0.037  0.039 -3.543]
[2085] losses: [ 4.718 -2.159  0.035  0.037 -3.052]
[2090] losses: [ 5.173 -0.446  0.037  0.038 -3.803]
[2095] losses: [ 3.839  2.69   0.025  0.024 -2.026]
[2100] losses: [ 4.58   3.663  0.035  0.035 -3.832]
[2105] losses: [ 4.613  1.021  0.034  0.036 -4.161]
[2110] losses: [ 4.401  3.863  0.043  0.042 -2.008]
[2115] losses: [ 4.211 -0.138  0.026  0.028 -2.743]
[2120] losses: [ 4.414 -3.055  0.03   0.031 -3.808]
[2125] losses: [ 4.802 -3.163  0.037  0.038 -3.849]
[2130] losses: [ 4.381 -0.926  0.027  0.027 -3.496]
[2135] losses: [ 4.432 -0.887  0.038  0.039 -3.555]
[2140] losses: [ 4.522 -4.761  0.034  0.033 -3.378]
[2145] losses: [ 4.801 -2.46   0.039  0.037 -2.705]
[2150] losses: [ 4.692  1.275  0.052  0.052 -3.079]
[2155] losses: [ 5.028 -3.687  0.042  0.045 -3.155]
[2160] losses: [ 4.269  2.021  0.037  0.038 -4.538]
[2165] losses: [ 4.423  1.813  0.036  0.038 -3.164]
[2170] losses: [ 4.203  1.04   0.034  0.036 -3.095]
[2175] losses: [ 4.327 -2.522  0.035  0.035 -3.989]
[2180] losses: [ 4.918 -2.703  0.038  0.037 -4.58 ]
[2185] losses: [ 4.034  0.6    0.029  0.031 -2.557]
[2190] losses: [ 4.39   2.66   0.034  0.035 -2.834]
[2195] losses: [ 3.999 -2.071  0.033  0.035 -3.948]
[2200] losses: [ 4.343 -4.777  0.035  0.032 -4.273]
[2205] losses: [ 4.395  2.068  0.036  0.035 -3.681]
[2210] losses: [ 4.809 -3.006  0.032  0.033 -3.363]
[2215] losses: [ 4.703 -1.188  0.037  0.039 -3.352]
[2220] losses: [ 4.724 -0.075  0.057  0.061 -4.933]
[2225] losses: [ 4.87   2.051  0.038  0.04  -4.739]
[2230] losses: [ 4.716 -1.289  0.041  0.043 -2.744]
[2235] losses: [ 4.762 -0.013  0.059  0.059 -5.326]
[2240] losses: [ 3.658  0.715  0.032  0.031 -4.065]
[2245] losses: [ 4.697 -0.4    0.044  0.045 -3.672]
[2250] losses: [ 4.182 -2.53   0.029  0.031 -3.305]
[2255] losses: [ 3.935 -4.478  0.038  0.041 -3.304]
[2260] losses: [ 3.5    0.446  0.044  0.057 -4.083]
[2265] losses: [ 3.677 -3.913  0.035  0.034 -4.483]
[2270] losses: [ 4.687  3.982  0.046  0.046 -3.657]
[2275] losses: [ 4.079  4.658  0.046  0.043 -2.366]
[2280] losses: [ 4.63  -1.869  0.043  0.045 -2.843]
[2285] losses: [ 4.645 -0.481  0.04   0.04  -3.316]
[2290] losses: [ 4.48   0.976  0.04   0.041 -2.772]
[2295] losses: [ 4.144  0.088  0.033  0.035 -3.572]
[2300] losses: [ 3.957  2.913  0.036  0.038 -3.491]
[2305] losses: [ 3.899  0.637  0.036  0.04  -3.468]
[2310] losses: [ 4.068 -2.345  0.034  0.034 -2.409]
[2315] losses: [ 3.466  0.317  0.038  0.042 -3.452]
[2320] losses: [ 3.727 -3.052  0.035  0.037 -3.577]
[2325] losses: [ 4.158 -0.995  0.037  0.037 -2.833]
[2330] losses: [ 3.982 -0.886  0.037  0.041 -3.182]
[2335] losses: [ 4.083  5.106  0.041  0.039 -2.787]
[2340] losses: [ 3.784  0.1    0.036  0.033 -2.069]
[2345] losses: [ 3.528 -1.404  0.032  0.032 -3.402]
[2350] losses: [ 2.441  0.621  0.027  0.028 -3.128]
[2355] losses: [ 3.596 -0.409  0.041  0.038 -3.157]
[2360] losses: [ 2.597 -1.181  0.026  0.026 -2.86 ]
[2365] losses: [ 3.357  0.424  0.029  0.031 -3.757]
[2370] losses: [ 4.103 -1.092  0.048  0.046 -3.12 ]
[2375] losses: [ 3.227  0.014  0.029  0.029 -2.652]
[2380] losses: [ 4.09   1.412  0.036  0.038 -2.536]
[2385] losses: [ 4.01   1.395  0.04   0.039 -2.521]
[2390] losses: [ 3.987 -2.599  0.039  0.044 -2.935]
[2395] losses: [ 3.762 -1.805  0.031  0.03  -3.368]
[2400] losses: [ 3.565  1.566  0.034  0.032 -2.482]
[2405] losses: [ 3.44  -0.85   0.035  0.039 -2.971]
[2410] losses: [ 3.521 -0.405  0.028  0.028 -3.297]
[2415] losses: [ 3.887  1.728  0.034  0.033 -2.447]
[2420] losses: [ 3.876  0.049  0.036  0.036 -3.083]
[2425] losses: [ 3.685  2.514  0.031  0.037 -3.255]
[2430] losses: [ 3.804  1.353  0.03   0.031 -2.718]
[2435] losses: [ 4.096  1.598  0.034  0.033 -2.498]
[2440] losses: [ 3.9    0.974  0.035  0.036 -3.967]
[2445] losses: [ 4.007 -1.045  0.038  0.039 -3.278]
[2450] losses: [ 4.282  2.258  0.036  0.037 -2.79 ]
[2455] losses: [ 3.252 -0.856  0.063  0.064 -2.964]
[2460] losses: [ 3.339 -0.828  0.031  0.031 -3.66 ]
[2465] losses: [ 3.95   1.112  0.041  0.044 -2.665]
[2470] losses: [ 3.37  -0.987  0.038  0.038 -3.557]
[2475] losses: [ 4.11   4.857  0.035  0.038 -3.142]
[2480] losses: [ 3.335  0.193  0.033  0.035 -3.522]
[2485] losses: [ 3.276 -1.176  0.032  0.033 -3.009]
[2490] losses: [ 3.915 -0.271  0.034  0.034 -2.47 ]
[2495] losses: [ 3.718  1.37   0.033  0.034 -3.076]
[2500] losses: [ 3.143  1.032  0.045  0.047 -2.502]
[2505] losses: [ 3.14  -1.685  0.025  0.026 -3.28 ]
[2510] losses: [ 3.111 -0.687  0.023  0.026 -4.6  ]
[2515] losses: [ 3.694  1.334  0.033  0.034 -2.979]
[2520] losses: [ 4.083  0.947  0.036  0.038 -3.797]
[2525] losses: [ 4.012  0.551  0.036  0.038 -2.035]
[2530] losses: [ 3.841  2.843  0.038  0.038 -3.59 ]
[2535] losses: [ 3.191  2.991  0.03   0.034 -2.12 ]
[2540] losses: [ 3.926 -4.47   0.031  0.031 -2.536]
[2545] losses: [ 3.236 -1.987  0.071  0.08  -2.591]
[2550] losses: [ 2.97   0.696  0.035  0.036 -2.086]
[2555] losses: [ 3.344 -2.885  0.026  0.027 -2.93 ]
[2560] losses: [ 4.148 -5.67   0.029  0.03  -4.42 ]
[2565] losses: [ 3.869  3.069  0.068  0.066 -3.559]
[2570] losses: [ 3.863 -0.731  0.045  0.044 -2.516]
[2575] losses: [ 3.022 -0.986  0.029  0.029 -3.109]
[2580] losses: [ 3.993  1.799  0.038  0.038 -3.872]
[2585] losses: [ 3.132  1.328  0.027  0.028 -2.929]
[2590] losses: [ 3.283 -1.968  0.029  0.032 -4.114]
[2595] losses: [ 3.789  1.409  0.04   0.036 -2.655]
[2600] losses: [ 3.847 -1.902  0.03   0.03  -3.886]
[2605] losses: [ 3.036 -2.679  0.032  0.031 -3.609]
[2610] losses: [ 1.95  -0.081  0.022  0.022 -2.58 ]
[2615] losses: [ 3.462 -0.699  0.034  0.035 -3.774]
[2620] losses: [ 2.88  -1.985  0.027  0.028 -2.891]
[2625] losses: [ 3.335  0.116  0.034  0.033 -3.76 ]
[2630] losses: [ 3.12  -0.143  0.03   0.029 -3.795]
[2635] losses: [ 3.029  2.006  0.042  0.047 -2.878]
[2640] losses: [ 3.155  0.557  0.033  0.033 -3.11 ]
[2645] losses: [ 3.27   0.921  0.027  0.028 -3.362]
[2650] losses: [ 3.498  1.205  0.031  0.033 -2.987]
[2655] losses: [ 3.463  0.201  0.034  0.034 -3.254]
[2660] losses: [ 3.362 -0.294  0.032  0.03  -3.478]
[2665] losses: [ 2.97   0.912  0.028  0.029 -2.577]
[2670] losses: [ 2.919  0.971  0.026  0.026 -3.116]
[2675] losses: [ 2.775 -0.886  0.026  0.027 -3.413]
[2680] losses: [ 3.998  0.768  0.04   0.042 -3.02 ]
[2685] losses: [ 3.162 -0.446  0.03   0.032 -2.822]
[2690] losses: [ 2.977 -0.7    0.03   0.031 -3.213]
[2695] losses: [ 3.189 -0.954  0.033  0.034 -2.996]
[2700] losses: [ 3.075 -0.02   0.035  0.037 -2.819]
[2705] losses: [ 2.931  1.781  0.035  0.033 -1.996]
[2710] losses: [ 3.013 -4.72   0.036  0.032 -3.682]
[2715] losses: [ 3.066  0.712  0.033  0.032 -2.261]
[2720] losses: [ 3.164 -4.023  0.033  0.031 -3.274]
[2725] losses: [ 2.936  3.372  0.031  0.03  -3.111]
[2730] losses: [ 3.002  0.64   0.03   0.031 -3.104]
[2735] losses: [ 2.786 -2.073  0.027  0.026 -3.701]
[2740] losses: [ 2.783  3.112  0.036  0.035 -2.815]
[2745] losses: [ 3.575 -0.953  0.035  0.036 -3.294]
[2750] losses: [ 3.072 -1.22   0.027  0.029 -2.475]
[2755] losses: [ 2.695  0.822  0.03   0.033 -2.271]
[2760] losses: [ 2.644  2.627  0.026  0.027 -2.844]
[2765] losses: [ 3.311  0.05   0.04   0.039 -2.425]
[2770] losses: [ 3.346 -2.524  0.029  0.029 -3.062]
[2775] losses: [ 2.01   0.319  0.024  0.025 -2.43 ]
[2780] losses: [ 3.347  1.928  0.031  0.03  -2.328]
[2785] losses: [ 2.77   1.279  0.031  0.033 -3.156]
[2790] losses: [ 2.6    0.282  0.022  0.023 -3.106]
[2795] losses: [ 2.827  0.619  0.032  0.031 -2.217]
[2800] losses: [ 3.264  1.306  0.035  0.035 -2.471]
[2805] losses: [ 3.256 -2.011  0.03   0.029 -2.773]
[2810] losses: [ 2.957  1.704  0.031  0.031 -2.492]
[2815] losses: [ 3.43  -0.39   0.035  0.033 -2.886]
[2820] losses: [ 3.321 -0.167  0.037  0.037 -3.371]
[2825] losses: [ 2.898  0.31   0.036  0.043 -2.369]
[2830] losses: [ 2.871  1.816  0.027  0.03  -2.689]
[2835] losses: [ 2.916 -0.726  0.028  0.029 -3.325]
[2840] losses: [ 3.418 -0.676  0.038  0.039 -2.734]
[2845] losses: [ 3.04   4.705  0.031  0.03  -1.649]
[2850] losses: [ 3.082  0.441  0.034  0.032 -2.108]
[2855] losses: [ 3.215 -0.21   0.039  0.034 -2.668]
[2860] losses: [ 3.179 -2.242  0.029  0.03  -2.826]
[2865] losses: [ 3.149  0.274  0.053  0.057 -3.049]
[2870] losses: [ 3.203  0.346  0.033  0.034 -3.057]
[2875] losses: [ 2.846  1.114  0.031  0.032 -3.468]
[2880] losses: [ 3.066  0.038  0.032  0.029 -2.873]
[2885] losses: [ 3.019 -0.258  0.035  0.036 -3.983]
[2890] losses: [ 3.031 -1.558  0.032  0.034 -2.49 ]
[2895] losses: [ 2.583 -1.473  0.023  0.026 -3.026]
[2900] losses: [ 2.16  -0.16   0.021  0.022 -1.864]
[2905] losses: [ 3.243 -1.321  0.027  0.031 -2.523]
[2910] losses: [ 3.688  0.732  0.052  0.054 -1.49 ]
[2915] losses: [ 3.69  -0.462  0.039  0.046 -3.208]
[2920] losses: [ 2.808  0.49   0.028  0.029 -2.419]
[2925] losses: [ 2.627  2.719  0.036  0.036 -3.232]
[2930] losses: [ 3.547 -0.922  0.037  0.039 -3.49 ]
[2935] losses: [ 3.27   1.496  0.037  0.034 -2.627]
[2940] losses: [ 2.74   1.06   0.031  0.032 -3.805]
[2945] losses: [ 2.07   0.135  0.02   0.02  -2.876]
[2950] losses: [ 3.08   0.92   0.03   0.033 -2.63 ]
[2955] losses: [ 2.752 -0.75   0.027  0.027 -2.8  ]
[2960] losses: [ 2.868 -0.617  0.025  0.025 -2.971]
[2965] losses: [ 2.63  -1.658  0.027  0.025 -2.651]
[2970] losses: [ 2.487 -1.189  0.024  0.025 -2.09 ]
[2975] losses: [ 2.826 -1.066  0.025  0.026 -2.918]
[2980] losses: [ 2.647  0.52   0.029  0.029 -3.167]
[2985] losses: [ 2.536 -1.001  0.026  0.025 -3.247]
[2990] losses: [ 3.071  0.272  0.04   0.04  -3.618]
[2995] losses: [ 2.249  2.892  0.029  0.029 -2.636]
[3000] losses: [ 2.397  0.78   0.035  0.041 -1.911]
[3005] losses: [ 2.499  1.257  0.037  0.039 -2.093]
[3010] losses: [ 3.239 -0.02   0.04   0.037 -2.634]
[3015] losses: [ 2.622  0.155  0.03   0.028 -3.921]
[3020] losses: [ 3.122  0.048  0.032  0.037 -3.426]
[3025] losses: [ 2.491  0.822  0.027  0.029 -4.046]
[3030] losses: [ 2.596  0.78   0.027  0.031 -2.476]
[3035] losses: [ 2.727  0.146  0.03   0.03  -2.845]
[3040] losses: [ 2.874 -1.536  0.027  0.028 -3.454]
[3045] losses: [ 2.951 -1.519  0.034  0.033 -2.619]
[3050] losses: [ 2.847 -0.627  0.035  0.032 -2.901]
[3055] losses: [ 2.988 -0.704  0.034  0.033 -2.298]
[3060] losses: [ 3.002 -4.48   0.029  0.029 -3.209]
[3065] losses: [ 3.574 -0.811  0.038  0.037 -1.921]
[3070] losses: [ 2.648  2.907  0.041  0.042 -2.763]
[3075] losses: [ 2.701  0.666  0.03   0.031 -3.169]
[3080] losses: [ 2.554  0.693  0.03   0.03  -2.428]
[3085] losses: [ 3.163  0.799  0.037  0.039 -2.536]
[3090] losses: [ 3.115  0.286  0.043  0.042 -3.479]
[3095] losses: [ 2.641  3.447  0.042  0.041 -2.918]
[3100] losses: [ 3.265 -0.37   0.028  0.028 -2.57 ]
[3105] losses: [ 2.703  0.47   0.027  0.028 -2.782]
[3110] losses: [ 2.361  2.943  0.029  0.03  -3.019]
[3115] losses: [ 2.361  1.29   0.033  0.033 -1.501]
[3120] losses: [ 2.542 -0.214  0.027  0.027 -2.548]
[3125] losses: [ 2.623  0.21   0.034  0.031 -2.849]
[3130] losses: [ 2.315 -0.465  0.032  0.037 -3.058]
[3135] losses: [ 2.318 -1.37   0.023  0.024 -3.649]
[3140] losses: [ 2.452 -1.933  0.023  0.023 -2.763]
[3145] losses: [ 2.144  1.484  0.038  0.044 -2.074]
[3150] losses: [ 2.705  1.521  0.033  0.033 -2.662]
[3155] losses: [ 2.834 -1.055  0.033  0.034 -2.479]
[3160] losses: [ 3.462 -0.086  0.061  0.063 -3.32 ]
[3165] losses: [ 2.399  1.229  0.025  0.024 -2.334]
[3170] losses: [ 2.308 -0.867  0.027  0.025 -4.299]
[3175] losses: [ 2.853 -3.972  0.037  0.039 -2.762]
[3180] losses: [ 2.91  -1.893  0.031  0.031 -2.144]
[3185] losses: [ 2.943 -0.831  0.038  0.038 -2.611]
[3190] losses: [ 2.97  -0.803  0.035  0.035 -3.449]
[3195] losses: [ 2.777 -0.335  0.038  0.036 -3.763]
[3200] losses: [ 2.581  1.461  0.037  0.045 -1.888]
